1 8.78111e-01
2 9.52373e-01
3 9.90700e-01
4 1.00000e+00
5 9.84600e-01
6 9.52974e-01
7 9.12697e-01
8 8.68592e-01
9 8.24951e-01
10 7.84891e-01
11 7.51107e-01
12 6.90207e-01
13 6.36608e-01
14 5.93110e-01
15 5.57997e-01
16 5.32561e-01
17 5.12431e-01
18 4.95865e-01
19 4.80151e-01
20 4.65662e-01
21 4.51988e-01
22 4.27004e-01
23 3.95921e-01
24 3.64843e-01
25 3.36492e-01
26 3.14222e-01
27 2.98717e-01
28 2.87909e-01
29 2.73320e-01
30 2.54191e-01
31 2.37725e-01
32 2.17198e-01
33 2.03581e-01
34 1.94037e-01
35 1.86241e-01
36 1.80408e-01
37 1.77305e-01
38 1.76579e-01
39 1.72966e-01
40 1.68653e-01
