         0.0046 0.0056 0.0107 0.0137 0.0206 0.0375 0.0375 0.0553 0.0919 0.1038 0.1037 0.1037 0.1037 0.1037          0.0333 0.0802 0.1155 0.1040 0.0375 0.0110 0.0034 0.0014 0.0010 0.0016 0.0051 0.0051 0.0051 0.0051
         0.0031 0.0037 0.0068 0.0085 0.0127 0.0185 0.0237 0.0423 0.0423 0.0619 0.0619 0.0619 0.0619 0.0619          0.0227 0.0666 0.0758 0.0910 0.0478 0.0183 0.0041 0.0011 0.0006 0.0008 0.0028 0.0028 0.0028 0.0028
         0.0050 0.0072 0.0142 0.0154 0.0307 0.0418 0.0526 0.0526 0.1195 0.1738 0.1737 0.1737 0.1737 0.1737          0.0306 0.0901 0.0990 0.1052 0.0455 0.0097 0.0024 0.0011 0.0010 0.0018 0.0059 0.0059 0.0059 0.0059
         0.0040 0.0044 0.0086 0.0114 0.0177 0.0288 0.0315 0.0422 0.0705 0.0735 0.1056 0.1056 0.1056 0.1056          0.0254 0.0593 0.0835 0.0828 0.0562 0.0154 0.0034 0.0011 0.0007 0.0011 0.0039 0.0039 0.0039 0.0039
         0.0051 0.0052 0.0107 0.0107 0.0278 0.0290 0.0470 0.0501 0.1121 0.1145 0.1624 0.1624 0.1624 0.1624          0.0316 0.0722 0.0867 0.1072 0.0558 0.0216 0.0077 0.0024 0.0013 0.0017 0.0050 0.0050 0.0050 0.0050
         0.0041 0.0055 0.0099 0.0119 0.0210 0.0269 0.0269 0.0679 0.0679 0.0829 0.1323 0.1323 0.1323 0.1323          0.0271 0.0782 0.1094 0.0931 0.0548 0.0165 0.0046 0.0016 0.0011 0.0015 0.0048 0.0048 0.0048 0.0048
         0.0043 0.0048 0.0075 0.0103 0.0155 0.0266 0.0266 0.0375 0.0604 0.0604 0.0973 0.0973 0.0973 0.0973          0.0284 0.0708 0.0833 0.0921 0.0429 0.0125 0.0032 0.0011 0.0008 0.0012 0.0041 0.0041 0.0041 0.0041
         0.0042 0.0045 0.0095 0.0129 0.0197 0.0233 0.0363 0.0517 0.0517 0.1060 0.1676 0.1676 0.1676 0.1676          0.0294 0.0680 0.0921 0.1035 0.0486 0.0254 0.0061 0.0019 0.0012 0.0019 0.0059 0.0059 0.0059 0.0059
         0.0031 0.0042 0.0075 0.0098 0.0166 0.0166 0.0314 0.0314 0.0490 0.0727 0.0727 0.0727 0.0727 0.0727          0.0283 0.0748 0.0958 0.0864 0.0491 0.0147 0.0043 0.0015 0.0009 0.0013 0.0041 0.0041 0.0041 0.0041
         0.0038 0.0045 0.0082 0.0098 0.0159 0.0254 0.0291 0.0324 0.0448 0.0879 0.1053 0.1053 0.1053 0.1053          0.0279 0.0745 0.0780 0.1036 0.0552 0.0163 0.0040 0.0013 0.0008 0.0013 0.0044 0.0044 0.0044 0.0044
         0.0036 0.0036 0.0082 0.0112 0.0147 0.0248 0.0269 0.0418 0.0768 0.0768 0.1236 0.1236 0.1236 0.1236          0.0283 0.0658 0.0814 0.1087 0.0791 0.0228 0.0064 0.0023 0.0014 0.0018 0.0054 0.0054 0.0054 0.0054
         0.0046 0.0058 0.0100 0.0108 0.0248 0.0247 0.0397 0.0426 0.0643 0.1344 0.1423 0.1423 0.1423 0.1423          0.0282 0.0660 0.0875 0.0991 0.0439 0.0221 0.0056 0.0016 0.0009 0.0014 0.0045 0.0045 0.0045 0.0045
         0.0045 0.0045 0.0087 0.0135 0.0211 0.0266 0.0378 0.0604 0.0662 0.1044 0.1257 0.1257 0.1257 0.1257          0.0298 0.0734 0.0902 0.1111 0.0604 0.0172 0.0050 0.0019 0.0013 0.0017 0.0050 0.0050 0.0050 0.0050
         0.0057 0.0062 0.0113 0.0151 0.0213 0.0379 0.0379 0.0426 0.1482 0.1500 0.2265 0.2265 0.2265 0.2265          0.0320 0.0819 0.1081 0.1176 0.0719 0.0181 0.0045 0.0017 0.0014 0.0024 0.0074 0.0074 0.0074 0.0074
         0.0044 0.0050 0.0097 0.0133 0.0187 0.0280 0.0446 0.0517 0.0649 0.1365 0.1537 0.1537 0.1537 0.1537          0.0275 0.0662 0.0946 0.0966 0.0570 0.0228 0.0074 0.0030 0.0018 0.0021 0.0056 0.0056 0.0056 0.0056
         0.0032 0.0041 0.0068 0.0075 0.0159 0.0167 0.0231 0.0364 0.0382 0.0676 0.0892 0.0892 0.0892 0.0892          0.0271 0.0552 0.0749 0.0908 0.0698 0.0198 0.0081 0.0029 0.0013 0.0014 0.0037 0.0037 0.0037 0.0037
         0.0037 0.0039 0.0075 0.0118 0.0126 0.0279 0.0304 0.0379 0.0616 0.0788 0.0890 0.0890 0.0890 0.0890          0.0285 0.0750 0.0979 0.1215 0.0564 0.0213 0.0055 0.0017 0.0010 0.0014 0.0045 0.0045 0.0045 0.0045
         0.0046 0.0055 0.0095 0.0130 0.0197 0.0258 0.0435 0.0435 0.0705 0.1341 0.1341 0.1341 0.1341 0.1341          0.0278 0.0675 0.0867 0.0969 0.0558 0.0219 0.0052 0.0016 0.0011 0.0017 0.0052 0.0052 0.0052 0.0052
         0.0040 0.0040 0.0071 0.0103 0.0161 0.0212 0.0317 0.0333 0.0544 0.1294 0.1294 0.1294 0.1294 0.1294          0.0282 0.0717 0.0754 0.1097 0.0670 0.0273 0.0071 0.0021 0.0012 0.0015 0.0047 0.0047 0.0047 0.0047
         0.0031 0.0036 0.0078 0.0094 0.0155 0.0175 0.0290 0.0337 0.0337 0.0667 0.0871 0.0871 0.0871 0.0871          0.0266 0.0711 0.0789 0.0805 0.0620 0.0126 0.0027 0.0009 0.0006 0.0009 0.0032 0.0032 0.0032 0.0032
         0.0042 0.0049 0.0095 0.0095 0.0196 0.0208 0.0341 0.0366 0.0562 0.0908 0.1092 0.1092 0.1092 0.1092          0.0278 0.0683 0.0897 0.0988 0.0463 0.0160 0.0051 0.0018 0.0011 0.0015 0.0044 0.0044 0.0044 0.0044
         0.0043 0.0046 0.0107 0.0107 0.0221 0.0298 0.0336 0.0336 0.0493 0.0778 0.1712 0.1712 0.1712 0.1712          0.0294 0.0787 0.1045 0.1152 0.0664 0.0173 0.0035 0.0012 0.0008 0.0015 0.0053 0.0053 0.0053 0.0053
         0.0036 0.0036 0.0072 0.0106 0.0174 0.0174 0.0345 0.0405 0.0475 0.0803 0.0803 0.0803 0.0803 0.0803          0.0221 0.0658 0.0715 0.0925 0.0497 0.0194 0.0055 0.0014 0.0007 0.0009 0.0032 0.0032 0.0032 0.0032
         0.0035 0.0047 0.0099 0.0110 0.0183 0.0298 0.0309 0.0462 0.0684 0.0827 0.1065 0.1065 0.1065 0.1065          0.0300 0.0732 0.0957 0.1167 0.0482 0.0159 0.0041 0.0014 0.0009 0.0014 0.0048 0.0048 0.0048 0.0048
         0.0044 0.0050 0.0097 0.0101 0.0222 0.0287 0.0424 0.0535 0.0730 0.0949 0.1437 0.1437 0.1437 0.1437          0.0264 0.0739 0.0890 0.0944 0.0682 0.0255 0.0062 0.0019 0.0011 0.0017 0.0053 0.0053 0.0053 0.0053
         0.0033 0.0041 0.0069 0.0091 0.0150 0.0193 0.0277 0.0447 0.0453 0.0808 0.0931 0.0931 0.0931 0.0931          0.0224 0.0601 0.0773 0.0896 0.0542 0.0173 0.0057 0.0021 0.0012 0.0015 0.0041 0.0041 0.0041 0.0041
         0.0039 0.0047 0.0090 0.0110 0.0212 0.0212 0.0368 0.0381 0.0656 0.0861 0.0877 0.0877 0.0877 0.0877          0.0265 0.0734 0.0839 0.0804 0.0528 0.0125 0.0024 0.0008 0.0005 0.0009 0.0033 0.0033 0.0033 0.0033
         0.0041 0.0049 0.0076 0.0114 0.0198 0.0246 0.0370 0.0441 0.0772 0.0772 0.1184 0.1184 0.1184 0.1184          0.0291 0.0745 0.0931 0.0993 0.0609 0.0217 0.0068 0.0021 0.0012 0.0016 0.0049 0.0049 0.0049 0.0049
         0.0039 0.0054 0.0091 0.0112 0.0194 0.0250 0.0359 0.0359 0.0489 0.0987 0.0986 0.0986 0.0986 0.0986          0.0288 0.0820 0.0947 0.1030 0.0553 0.0122 0.0033 0.0013 0.0009 0.0014 0.0045 0.0045 0.0045 0.0045
         0.0040 0.0056 0.0102 0.0116 0.0241 0.0268 0.0391 0.0513 0.0685 0.1081 0.1365 0.1365 0.1365 0.1365          0.0281 0.0805 0.0970 0.1066 0.0452 0.0151 0.0037 0.0012 0.0009 0.0014 0.0050 0.0050 0.0050 0.0050
         0.0044 0.0044 0.0101 0.0101 0.0204 0.0234 0.0347 0.0468 0.0670 0.0670 0.1323 0.1323 0.1323 0.1323          0.0281 0.0767 0.0882 0.0951 0.0603 0.0141 0.0033 0.0012 0.0010 0.0016 0.0052 0.0052 0.0052 0.0052
         0.0042 0.0054 0.0100 0.0123 0.0203 0.0288 0.0388 0.0417 0.1208 0.1340 0.1339 0.1339 0.1339 0.1339          0.0247 0.0696 0.0786 0.1063 0.0484 0.0120 0.0035 0.0014 0.0010 0.0016 0.0052 0.0052 0.0052 0.0052
         0.0041 0.0052 0.0082 0.0089 0.0226 0.0249 0.0409 0.0500 0.0646 0.1094 0.1093 0.1093 0.1093 0.1093          0.0271 0.0762 0.0888 0.0917 0.0577 0.0173 0.0041 0.0014 0.0010 0.0015 0.0048 0.0048 0.0048 0.0048
         0.0050 0.0051 0.0119 0.0136 0.0254 0.0317 0.0550 0.0550 0.0978 0.1336 0.1984 0.1984 0.1984 0.1984          0.0303 0.0668 0.1040 0.0908 0.0745 0.0183 0.0040 0.0014 0.0010 0.0018 0.0059 0.0059 0.0059 0.0059
         0.0045 0.0046 0.0097 0.0113 0.0169 0.0233 0.0385 0.0430 0.0675 0.0997 0.1231 0.1231 0.1231 0.1231          0.0245 0.0628 0.0827 0.0963 0.0408 0.0146 0.0069 0.0025 0.0013 0.0015 0.0042 0.0042 0.0042 0.0042
         0.0037 0.0039 0.0081 0.0094 0.0167 0.0219 0.0225 0.0465 0.0465 0.0793 0.0827 0.0827 0.0827 0.0827          0.0256 0.0656 0.0717 0.1060 0.0637 0.0142 0.0039 0.0015 0.0010 0.0014 0.0041 0.0041 0.0041 0.0041
         0.0051 0.0058 0.0117 0.0130 0.0275 0.0296 0.0383 0.0684 0.0853 0.0883 0.1808 0.1808 0.1808 0.1808          0.0289 0.0843 0.1058 0.1123 0.0447 0.0175 0.0050 0.0018 0.0013 0.0019 0.0060 0.0060 0.0060 0.0060
         0.0040 0.0042 0.0071 0.0100 0.0178 0.0253 0.0382 0.0382 0.0382 0.0933 0.1180 0.1180 0.1180 0.1180          0.0289 0.0725 0.0776 0.1201 0.0524 0.0206 0.0078 0.0024 0.0012 0.0015 0.0047 0.0047 0.0047 0.0047
         0.0039 0.0046 0.0086 0.0086 0.0168 0.0283 0.0337 0.0443 0.0854 0.0854 0.1027 0.1027 0.1027 0.1027          0.0249 0.0787 0.0847 0.0958 0.0645 0.0178 0.0054 0.0021 0.0012 0.0015 0.0044 0.0044 0.0044 0.0044
         0.0048 0.0060 0.0092 0.0141 0.0229 0.0300 0.0380 0.0471 0.0816 0.1509 0.1509 0.1509 0.1509 0.1509          0.0243 0.0742 0.0915 0.1019 0.0557 0.0160 0.0033 0.0011 0.0008 0.0015 0.0051 0.0051 0.0051 0.0051
         0.0043 0.0063 0.0091 0.0154 0.0218 0.0352 0.0352 0.0548 0.0975 0.1182 0.1424 0.1424 0.1424 0.1424          0.0264 0.0723 0.0910 0.1002 0.0499 0.0226 0.0060 0.0017 0.0009 0.0014 0.0047 0.0047 0.0047 0.0047
