34  4.3956e+08
35  4.2293e+08
36  4.1214e+08
37  4.0390e+08
38  3.9969e+08
39  3.9034e+08
40  3.8209e+08
1  1.7643e+09
2  1.9068e+09
3  1.9916e+09
4  2.0144e+09
5  1.9857e+09
6  1.9360e+09
7  1.8680e+09
8  1.7943e+09
9  1.7234e+09
10  1.6437e+09
11  1.5821e+09
12  1.4485e+09
13  1.3369e+09
14  1.2534e+09
15  1.1933e+09
16  1.1306e+09
17  1.0937e+09
18  1.0469e+09
19  1.0066e+09
20  9.7124e+08
21  9.3573e+08
22  8.7345e+08
23  7.9820e+08
24  7.3435e+08
25  6.7690e+08
26  6.2898e+08
27  5.8948e+08
28  5.6589e+08
29  5.3359e+08
30  5.0100e+08
31  4.7452e+08
32  4.4310e+08
33  4.2168e+08
34  4.1160e+08
35  3.9823e+08
36  3.9030e+08
37  3.8578e+08
38  3.8545e+08
39  3.7817e+08
40  3.7585e+08
1  1.6727e+09
2  1.8255e+09
3  1.9152e+09
4  1.9414e+09
5  1.9129e+09
6  1.8435e+09
7  1.7525e+09
8  1.6518e+09
9  1.5556e+09
10  1.4676e+09
11  1.3994e+09
12  1.2789e+09
13  1.1885e+09
14  1.1068e+09
15  1.0470e+09
16  9.9972e+08
17  9.7055e+08
18  9.4834e+08
19  9.3006e+08
20  9.1414e+08
21  8.9986e+08
22  8.5516e+08
23  8.0453e+08
24  7.4828e+08
25  7.0285e+08
26  6.6878e+08
27  6.4369e+08
28  6.1800e+08
29  5.8824e+08
30  5.4693e+08
31  5.0755e+08
32  4.6341e+08
33  4.3684e+08
34  4.1794e+08
35  4.0387e+08
36  3.9957e+08
37  4.0005e+08
38  4.0489e+08
39  4.0474e+08
40  4.0178e+08
1  1.6737e+09
2  1.8111e+09
3  1.8951e+09
4  1.9350e+09
5  1.9219e+09
6  1.8754e+09
7  1.7980e+09
8  1.7312e+09
9  1.6555e+09
10  1.5731e+09
11  1.5091e+09
12  1.3830e+09
13  1.2691e+09
14  1.1866e+09
15  1.1303e+09
16  1.0877e+09
17  1.0488e+09
18  1.0139e+09
19  9.8705e+08
20  9.5602e+08
21  9.2552e+08
22  8.7343e+08
23  8.0288e+08
24  7.3845e+08
25  6.7926e+08
26  6.3471e+08
27  6.0507e+08
28  5.8560e+08
29  5.5546e+08
30  5.1440e+08
31  4.8230e+08
32  4.4324e+08
33  4.1471e+08
34  3.9476e+08
35  3.7395e+08
36  3.6263e+08
37  3.6037e+08
38  3.6177e+08
39  3.5915e+08
40  3.5594e+08
1  1.4465e+09
2  1.5795e+09
3  1.6527e+09
4  1.6754e+09
5  1.6502e+09
6  1.5951e+09
7  1.5212e+09
8  1.4588e+09
9  1.3878e+09
10  1.3228e+09
11  1.2728e+09
12  1.1565e+09
13  1.0676e+09
14  9.9142e+08
15  9.3950e+08
16  8.9914e+08
17  8.7803e+08
18  8.5999e+08
19  8.3370e+08
20  8.1390e+08
21  7.8868e+08
22  7.3959e+08
23  6.7915e+08
24  6.2294e+08
25  5.7541e+08
26  5.3172e+08
27  5.0428e+08
28  4.8717e+08
29  4.6913e+08
30  4.4241e+08
31  4.1829e+08
32  3.8259e+08
33  3.5768e+08
34  3.3787e+08
35  3.2577e+08
36  3.1571e+08
37  3.1232e+08
38  3.0737e+08
39  3.0266e+08
40  2.9448e+08
1  1.6640e+09
2  1.8103e+09
3  1.9014e+09
4  1.9280e+09
5  1.9081e+09
6  1.8596e+09
7  1.7851e+09
8  1.6915e+09
9  1.6001e+09
10  1.5113e+09
11  1.4356e+09
12  1.2821e+09
13  1.1742e+09
14  1.0931e+09
15  1.0271e+09
16  9.9047e+08
17  9.5919e+08
18  9.2685e+08
19  8.9513e+08
20  8.7619e+08
21  8.5663e+08
22  8.0611e+08
23  7.4648e+08
24  6.9272e+08
25  6.4204e+08
26  5.9837e+08
27  5.7411e+08
28  5.6016e+08
29  5.3176e+08
30  4.9421e+08
31  4.7203e+08
32  4.3900e+08
33  4.1490e+08
34  4.0224e+08
35  3.8987e+08
36  3.8602e+08
37  3.7912e+08
38  3.7328e+08
39  3.6234e+08
40  3.4885e+08
1  2.2661e+09
2  2.4156e+09
3  2.4821e+09
4  2.4711e+09
5  2.4024e+09
6  2.2932e+09
7  2.1691e+09
8  2.0448e+09
9  1.9137e+09
10  1.8019e+09
11  1.7200e+09
12  1.5686e+09
13  1.4466e+09
14  1.3328e+09
15  1.2517e+09
16  1.1931e+09
17  1.1539e+09
18  1.1226e+09
19  1.0791e+09
20  1.0405e+09
21  1.0052e+09
22  9.4511e+08
23  8.6656e+08
24  7.9095e+08
25  7.2857e+08
26  6.7630e+08
27  6.3575e+08
28  6.0173e+08
29  5.6508e+08
30  5.1991e+08
31  4.8255e+08
32  4.3650e+08
33  4.0376e+08
34  3.8662e+08
35  3.7357e+08
36  3.6403e+08
37  3.5634e+08
38  3.4523e+08
39  3.3382e+08
40  3.1933e+08
1  1.9929e+09
2  2.1453e+09
3  2.2275e+09
4  2.2644e+09
5  2.2434e+09
6  2.1839e+09
7  2.0970e+09
8  1.9800e+09
9  1.8687e+09
10  1.7752e+09
11  1.6768e+09
12  1.5309e+09
13  1.4075e+09
14  1.3123e+09
15  1.2327e+09
16  1.1709e+09
17  1.1250e+09
18  1.0871e+09
19  1.0560e+09
20  1.0234e+09
21  9.8812e+08
22  9.2396e+08
23  8.4398e+08
24  7.6397e+08
25  6.9872e+08
26  6.5478e+08
27  6.2495e+08
28  6.0677e+08
29  5.7517e+08
30  5.4153e+08
31  5.1256e+08
32  4.7145e+08
33  4.4422e+08
34  4.2494e+08
35  4.0686e+08
36  3.9750e+08
37  3.8868e+08
38  3.8436e+08
39  3.7802e+08
40  3.7549e+08
1  1.5482e+09
2  1.6904e+09
3  1.7711e+09
4  1.7910e+09
5  1.7728e+09
6  1.7117e+09
7  1.6242e+09
8  1.5420e+09
9  1.4542e+09
10  1.3743e+09
11  1.3208e+09
12  1.2171e+09
13  1.1374e+09
14  1.0688e+09
15  1.0165e+09
16  9.7510e+08
17  9.4438e+08
18  9.2082e+08
19  8.9492e+08
20  8.6897e+08
21  8.5625e+08
22  8.1607e+08
23  7.7158e+08
24  7.2383e+08
25  6.8153e+08
26  6.5193e+08
27  6.2845e+08
28  6.1489e+08
29  5.8849e+08
30  5.5730e+08
31  5.2230e+08
32  4.7490e+08
33  4.4039e+08
34  4.1696e+08
35  3.9664e+08
36  3.7846e+08
37  3.6519e+08
38  3.5768e+08
39  3.5230e+08
40  3.4181e+08
1  1.7336e+09
2  1.8701e+09
3  1.9389e+09
4  1.9706e+09
5  1.9521e+09
6  1.8994e+09
7  1.8042e+09
8  1.7158e+09
9  1.6201e+09
10  1.5496e+09
11  1.4900e+09
12  1.3694e+09
13  1.2676e+09
14  1.1998e+09
15  1.1391e+09
16  1.1085e+09
17  1.0792e+09
18  1.0510e+09
19  1.0160e+09
20  9.8477e+08
21  9.4936e+08
22  8.9171e+08
23  8.2284e+08
24  7.6004e+08
25  7.0035e+08
26  6.5726e+08
27  6.2437e+08
28  5.9140e+08
29  5.6003e+08
30  5.1889e+08
31  4.8217e+08
32  4.4195e+08
33  4.1314e+08
34  3.9885e+08
35  3.8743e+08
36  3.7958e+08
37  3.7703e+08
38  3.7969e+08
39  3.7256e+08
40  3.6289e+08
1  2.2212e+09
2  2.3941e+09
3  2.4876e+09
4  2.4957e+09
5  2.4408e+09
6  2.3580e+09
7  2.2460e+09
8  2.1120e+09
9  1.9884e+09
10  1.8832e+09
11  1.7919e+09
12  1.6412e+09
13  1.4939e+09
14  1.4024e+09
15  1.3194e+09
16  1.2534e+09
17  1.2083e+09
18  1.1739e+09
19  1.1387e+09
20  1.1093e+09
21  1.0791e+09
22  1.0129e+09
23  9.3882e+08
24  8.5104e+08
25  7.7680e+08
26  7.1570e+08
27  6.6818e+08
28  6.3812e+08
29  6.0384e+08
30  5.6039e+08
31  5.2305e+08
32  4.7803e+08
33  4.5114e+08
34  4.3685e+08
35  4.2014e+08
36  4.0484e+08
37  3.9376e+08
38  3.8410e+08
39  3.6996e+08
40  3.5778e+08
1  1.7957e+09
2  1.9316e+09
3  2.0129e+09
4  2.0341e+09
5  2.0096e+09
6  1.9534e+09
7  1.8741e+09
8  1.7923e+09
9  1.7130e+09
10  1.6382e+09
11  1.5765e+09
12  1.4486e+09
13  1.3257e+09
14  1.2257e+09
15  1.1404e+09
16  1.0926e+09
17  1.0440e+09
18  1.0117e+09
19  9.7784e+08
20  9.5118e+08
21  9.3980e+08
22  8.8773e+08
23  8.3659e+08
24  7.7689e+08
25  7.1918e+08
26  6.6917e+08
27  6.3333e+08
28  6.0395e+08
29  5.7210e+08
30  5.3202e+08
31  4.9965e+08
32  4.5665e+08
33  4.3046e+08
34  4.0753e+08
35  3.8529e+08
36  3.6797e+08
37  3.5729e+08
38  3.5204e+08
39  3.3741e+08
40  3.1763e+08
1  1.6699e+09
2  1.8427e+09
3  1.9458e+09
4  1.9711e+09
5  1.9516e+09
6  1.8917e+09
7  1.8069e+09
8  1.7125e+09
9  1.6279e+09
10  1.5507e+09
11  1.4922e+09
12  1.3706e+09
13  1.2748e+09
14  1.2044e+09
15  1.1403e+09
16  1.0920e+09
17  1.0554e+09
18  1.0278e+09
19  9.9651e+08
20  9.5849e+08
21  9.2383e+08
22  8.6358e+08
23  7.9819e+08
24  7.3097e+08
25  6.6676e+08
26  6.2357e+08
27  5.9571e+08
28  5.7651e+08
29  5.5326e+08
30  5.2036e+08
31  4.8933e+08
32  4.4993e+08
33  4.1827e+08
34  3.9920e+08
35  3.7687e+08
36  3.6663e+08
37  3.6300e+08
38  3.6364e+08
39  3.5910e+08
40  3.5284e+08
1  2.0908e+09
2  2.2637e+09
3  2.3618e+09
4  2.3847e+09
5  2.3648e+09
6  2.3027e+09
7  2.2149e+09
8  2.1143e+09
9  2.0122e+09
10  1.8989e+09
11  1.8072e+09
12  1.6405e+09
13  1.4987e+09
14  1.3860e+09
15  1.3000e+09
16  1.2488e+09
17  1.2034e+09
18  1.1670e+09
19  1.1402e+09
20  1.1081e+09
21  1.0721e+09
22  1.0133e+09
23  9.4849e+08
24  8.8471e+08
25  8.2197e+08
26  7.7787e+08
27  7.4540e+08
28  7.1273e+08
29  6.7336e+08
30  6.2668e+08
31  5.8313e+08
32  5.3390e+08
33  4.9583e+08
34  4.6534e+08
35  4.4547e+08
36  4.3010e+08
37  4.2259e+08
38  4.2171e+08
39  4.1753e+08
40  4.1227e+08
1  1.7633e+09
2  1.9322e+09
3  2.0354e+09
4  2.0708e+09
5  2.0440e+09
6  1.9844e+09
7  1.9061e+09
8  1.8055e+09
9  1.7137e+09
10  1.6179e+09
11  1.5479e+09
12  1.4321e+09
13  1.3268e+09
14  1.2395e+09
15  1.1758e+09
16  1.1331e+09
17  1.0970e+09
18  1.0705e+09
19  1.0515e+09
20  1.0266e+09
21  1.0039e+09
22  9.5387e+08
23  8.9106e+08
24  8.2120e+08
25  7.5283e+08
26  6.9699e+08
27  6.5495e+08
28  6.2804e+08
29  5.9778e+08
30  5.5892e+08
31  5.2357e+08
32  4.7732e+08
33  4.4806e+08
34  4.2488e+08
35  4.0814e+08
36  3.9697e+08
37  3.8821e+08
38  3.8629e+08
39  3.7354e+08
40  3.6438e+08
1  1.6174e+09
2  1.7617e+09
3  1.8393e+09
4  1.8564e+09
5  1.8343e+09
6  1.7793e+09
7  1.7059e+09
8  1.6204e+09
9  1.5376e+09
10  1.4650e+09
11  1.4011e+09
12  1.2846e+09
13  1.1867e+09
14  1.1034e+09
15  1.0438e+09
16  1.0002e+09
17  9.7233e+08
18  9.4561e+08
19  9.1421e+08
20  8.9572e+08
21  8.8119e+08
22  8.4102e+08
23  7.7679e+08
24  7.2344e+08
25  6.7863e+08
26  6.4001e+08
27  6.0613e+08
28  5.8323e+08
29  5.5458e+08
30  5.1922e+08
31  4.8824e+08
32  4.4817e+08
33  4.1920e+08
34  3.9912e+08
35  3.7814e+08
36  3.5747e+08
37  3.4913e+08
38  3.5000e+08
39  3.4394e+08
40  3.3396e+08
1  1.9329e+09
2  2.0867e+09
3  2.1755e+09
4  2.2023e+09
5  2.1807e+09
6  2.1205e+09
7  2.0328e+09
8  1.9326e+09
9  1.8297e+09
10  1.7334e+09
11  1.6465e+09
12  1.4979e+09
13  1.3603e+09
14  1.2605e+09
15  1.1695e+09
16  1.1064e+09
17  1.0553e+09
18  1.0312e+09
19  1.0052e+09
20  9.8742e+08
21  9.6471e+08
22  9.1935e+08
23  8.5822e+08
24  7.9605e+08
25  7.3692e+08
26  6.8892e+08
27  6.4643e+08
28  6.1467e+08
29  5.7145e+08
30  5.2109e+08
31  4.8460e+08
32  4.3993e+08
33  4.1063e+08
34  3.8921e+08
35  3.7305e+08
36  3.5966e+08
37  3.5545e+08
38  3.5164e+08
39  3.4383e+08
40  3.3614e+08
1  1.9151e+09
2  2.0635e+09
3  2.1443e+09
4  2.1608e+09
5  2.1309e+09
6  2.0825e+09
7  2.0049e+09
8  1.9173e+09
9  1.8421e+09
10  1.7637e+09
11  1.6974e+09
12  1.5694e+09
13  1.4593e+09
14  1.3629e+09
15  1.2861e+09
16  1.2433e+09
17  1.1990e+09
18  1.1648e+09
19  1.1298e+09
20  1.1009e+09
21  1.0763e+09
22  1.0184e+09
23  9.4603e+08
24  8.6216e+08
25  7.8819e+08
26  7.2758e+08
27  6.8159e+08
28  6.5605e+08
29  6.1380e+08
30  5.6109e+08
31  5.1900e+08
32  4.6568e+08
33  4.2939e+08
34  3.9959e+08
35  3.7676e+08
36  3.5837e+08
37  3.4910e+08
38  3.3910e+08
39  3.2610e+08
40  3.0609e+08
1  1.7556e+09
2  1.9057e+09
3  2.0025e+09
4  2.0327e+09
5  2.0200e+09
6  1.9623e+09
7  1.8881e+09
8  1.7906e+09
9  1.6939e+09
10  1.6070e+09
11  1.5291e+09
12  1.3814e+09
13  1.2667e+09
14  1.1850e+09
15  1.1237e+09
16  1.0795e+09
17  1.0449e+09
18  1.0040e+09
19  9.8107e+08
20  9.5330e+08
21  9.3310e+08
22  8.7774e+08
23  8.1603e+08
24  7.5222e+08
25  6.9352e+08
26  6.4414e+08
27  6.1117e+08
28  5.9081e+08
29  5.6520e+08
30  5.2563e+08
31  4.9933e+08
32  4.5995e+08
33  4.4101e+08
34  4.2372e+08
35  4.0816e+08
36  3.9451e+08
37  3.8824e+08
38  3.7949e+08
39  3.6841e+08
40  3.5788e+08
1  1.9977e+09
2  2.1453e+09
3  2.2325e+09
4  2.2518e+09
5  2.2102e+09
6  2.1315e+09
7  2.0370e+09
8  1.9299e+09
9  1.8203e+09
10  1.7208e+09
11  1.6269e+09
12  1.4833e+09
13  1.3692e+09
14  1.2698e+09
15  1.1973e+09
16  1.1462e+09
17  1.1091e+09
18  1.0896e+09
19  1.0563e+09
20  1.0232e+09
21  9.9738e+08
22  9.4200e+08
23  8.7636e+08
24  8.1234e+08
25  7.5033e+08
26  6.9845e+08
27  6.6880e+08
28  6.4331e+08
29  6.1218e+08
30  5.6554e+08
31  5.2550e+08
32  4.7755e+08
33  4.3889e+08
34  4.1482e+08
35  3.8739e+08
36  3.7325e+08
37  3.6396e+08
38  3.5878e+08
39  3.5048e+08
40  3.3405e+08
1  1.6937e+09
2  1.8568e+09
3  1.9567e+09
4  1.9876e+09
5  1.9573e+09
6  1.9002e+09
7  1.8173e+09
8  1.7229e+09
9  1.6242e+09
10  1.5376e+09
11  1.4695e+09
12  1.3377e+09
13  1.2220e+09
14  1.1262e+09
15  1.0565e+09
16  1.0084e+09
17  9.6268e+08
18  9.4218e+08
19  9.2223e+08
20  9.0700e+08
21  8.9606e+08
22  8.5743e+08
23  8.0319e+08
24  7.4558e+08
25  6.8542e+08
26  6.4299e+08
27  6.0885e+08
28  5.8683e+08
29  5.6183e+08
30  5.2534e+08
31  4.9298e+08
32  4.5545e+08
33  4.3903e+08
34  4.2228e+08
35  4.1019e+08
36  4.0156e+08
37  3.9928e+08
38  3.9823e+08
39  3.9409e+08
40  3.9310e+08
1  1.7688e+09
2  1.9027e+09
3  1.9748e+09
4  1.9814e+09
5  1.9420e+09
6  1.8619e+09
7  1.7642e+09
8  1.6727e+09
9  1.5966e+09
10  1.5293e+09
11  1.4707e+09
12  1.3568e+09
13  1.2597e+09
14  1.1751e+09
15  1.1113e+09
16  1.0621e+09
17  1.0335e+09
18  1.0093e+09
19  9.8424e+08
20  9.6085e+08
21  9.3403e+08
22  8.8376e+08
23  8.1988e+08
24  7.5592e+08
25  6.9972e+08
26  6.5833e+08
27  6.2777e+08
28  6.0508e+08
29  5.8114e+08
30  5.4603e+08
31  5.1251e+08
32  4.6843e+08
33  4.3777e+08
34  4.1344e+08
35  3.9539e+08
36  3.7634e+08
37  3.6894e+08
38  3.6055e+08
39  3.4986e+08
40  3.4230e+08
1  1.6497e+09
2  1.8082e+09
3  1.9005e+09
4  1.9335e+09
5  1.9199e+09
6  1.8778e+09
7  1.8033e+09
8  1.7183e+09
9  1.6376e+09
10  1.5635e+09
11  1.4993e+09
12  1.3664e+09
13  1.2735e+09
14  1.1924e+09
15  1.1223e+09
16  1.0608e+09
17  1.0101e+09
18  9.6347e+08
19  9.2467e+08
20  9.0060e+08
21  8.7238e+08
22  8.2476e+08
23  7.6581e+08
24  7.0406e+08
25  6.4848e+08
26  6.1297e+08
27  5.9124e+08
28  5.7374e+08
29  5.5134e+08
30  5.1614e+08
31  4.8399e+08
32  4.4677e+08
33  4.1848e+08
34  3.9778e+08
35  3.8347e+08
36  3.6734e+08
37  3.5694e+08
38  3.5363e+08
39  3.4353e+08
40  3.3597e+08
1  1.7911e+09
2  1.9412e+09
3  2.0237e+09
4  2.0431e+09
5  2.0159e+09
6  1.9443e+09
7  1.8443e+09
8  1.7483e+09
9  1.6468e+09
10  1.5650e+09
11  1.4888e+09
12  1.3505e+09
13  1.2527e+09
14  1.1698e+09
15  1.0998e+09
16  1.0469e+09
17  1.0023e+09
18  9.6225e+08
19  9.3296e+08
20  9.1383e+08
21  8.9691e+08
22  8.5478e+08
23  7.9341e+08
24  7.3348e+08
25  6.7355e+08
26  6.3885e+08
27  6.0752e+08
28  5.9104e+08
29  5.5627e+08
30  5.1176e+08
31  4.7758e+08
32  4.3269e+08
33  4.0095e+08
34  3.7367e+08
35  3.4986e+08
36  3.3403e+08
37  3.2470e+08
38  3.2735e+08
39  3.2698e+08
40  3.2893e+08
1  1.4331e+09
2  1.5814e+09
3  1.6753e+09
4  1.7007e+09
5  1.6811e+09
6  1.6284e+09
7  1.5731e+09
8  1.5022e+09
9  1.4277e+09
10  1.3658e+09
11  1.3172e+09
12  1.2078e+09
13  1.1122e+09
14  1.0421e+09
15  9.9637e+08
16  9.5147e+08
17  9.1526e+08
18  8.8646e+08
19  8.6130e+08
20  8.4618e+08
21  8.2823e+08
22  7.9279e+08
23  7.4159e+08
24  6.9211e+08
25  6.3810e+08
26  6.0063e+08
27  5.7179e+08
28  5.4997e+08
29  5.2357e+08
30  4.8749e+08
31  4.6425e+08
32  4.2837e+08
33  4.0380e+08
34  3.8909e+08
35  3.7418e+08
36  3.6047e+08
37  3.5717e+08
38  3.5370e+08
39  3.4720e+08
40  3.4321e+08
1  1.7606e+09
2  1.9380e+09
3  2.0382e+09
4  2.0756e+09
5  2.0376e+09
6  1.9668e+09
7  1.8700e+09
8  1.7679e+09
9  1.6854e+09
10  1.6087e+09
11  1.5459e+09
12  1.4025e+09
13  1.2922e+09
14  1.1958e+09
15  1.1231e+09
16  1.0703e+09
17  1.0163e+09
18  9.8184e+08
19  9.5312e+08
20  9.2588e+08
21  9.0234e+08
22  8.5816e+08
23  7.9930e+08
24  7.4590e+08
25  6.9660e+08
26  6.6011e+08
27  6.3059e+08
28  6.0489e+08
29  5.7329e+08
30  5.3692e+08
31  4.9894e+08
32  4.5628e+08
33  4.2832e+08
34  4.0604e+08
35  3.9036e+08
36  3.7738e+08
37  3.6745e+08
38  3.6305e+08
39  3.5402e+08
