1 1.83987e+09
2 1.99547e+09
3 2.07578e+09
4 2.09526e+09
5 2.06300e+09
6 1.99673e+09
7 1.91234e+09
8 1.81993e+09
9 1.72849e+09
10 1.64455e+09
11 1.57377e+09
12 1.44617e+09
13 1.33386e+09
14 1.24272e+09
15 1.16915e+09
16 1.11586e+09
17 1.07368e+09
18 1.03897e+09
19 1.00604e+09
20 9.75686e+08
21 9.47034e+08
22 8.94687e+08
23 8.29559e+08
24 7.64443e+08
25 7.05040e+08
26 6.58379e+08
27 6.25890e+08
28 6.03246e+08
29 5.72678e+08
30 5.32597e+08
31 4.98096e+08
32 4.55086e+08
33 4.26555e+08
34 4.06559e+08
35 3.90223e+08
36 3.78003e+08
37 3.71500e+08
38 3.69979e+08
39 3.62410e+08
40 3.53373e+08
