1  8.0961e-01
2  9.0242e-01
3  9.6577e-01
4  9.9804e-01
5  1.0000e+00
6  9.8354e-01
7  9.5227e-01
8  9.1404e-01
9  8.7676e-01
10  8.4388e-01
11  8.1596e-01
12  7.5369e-01
13  7.0367e-01
14  6.5380e-01
15  6.0328e-01
16  5.6268e-01
17  5.2960e-01
18  5.0385e-01
19  4.8006e-01
20  4.6236e-01
21  4.4656e-01
22  4.1995e-01
23  3.8978e-01
24  3.6474e-01
25  3.3506e-01
26  3.1262e-01
27  2.9211e-01
28  2.7834e-01
29  2.6643e-01
30  2.4669e-01
31  2.3030e-01
32  2.0857e-01
33  1.9479e-01
34  1.8470e-01
35  1.7744e-01
36  1.7471e-01
37  1.7534e-01
38  1.7749e-01
39  1.7914e-01
40  1.7674e-01
1  9.1783e-01
2  9.7016e-01
3  9.9737e-01
4  1.0000e+00
5  9.7908e-01
6  9.4609e-01
7  9.0637e-01
8  8.6304e-01
9  8.1228e-01
10  7.6657e-01
11  7.2575e-01
12  6.5823e-01
13  5.9829e-01
14  5.4896e-01
15  5.0831e-01
16  4.7633e-01
17  4.5229e-01
18  4.3232e-01
19  4.1362e-01
20  3.9955e-01
21  3.8703e-01
22  3.6351e-01
23  3.3865e-01
24  3.1059e-01
25  2.8758e-01
26  2.6824e-01
27  2.5418e-01
28  2.4288e-01
29  2.2968e-01
30  2.1142e-01
31  1.9608e-01
32  1.7616e-01
33  1.6271e-01
34  1.5215e-01
35  1.4416e-01
36  1.3745e-01
37  1.3651e-01
38  1.3662e-01
39  1.3465e-01
40  1.3179e-01
1  8.3370e-01
2  9.1650e-01
3  9.7125e-01
4  9.9752e-01
5  1.0000e+00
6  9.7869e-01
7  9.4533e-01
8  9.0672e-01
9  8.6760e-01
10  8.3168e-01
11  8.0422e-01
12  7.3098e-01
13  6.7964e-01
14  6.4133e-01
15  6.0195e-01
16  5.6685e-01
17  5.4387e-01
18  5.2454e-01
19  5.1295e-01
20  4.9922e-01
21  4.8650e-01
22  4.6089e-01
23  4.3019e-01
24  3.9446e-01
25  3.6291e-01
26  3.3640e-01
27  3.1806e-01
28  3.0887e-01
29  2.9583e-01
30  2.8143e-01
31  2.6411e-01
32  2.3884e-01
33  2.2507e-01
34  2.1581e-01
35  2.1046e-01
36  2.0375e-01
37  2.0337e-01
38  2.0495e-01
39  2.0231e-01
40  1.9582e-01
1  8.6132e-01
2  9.4181e-01
3  9.8550e-01
4  1.0000e+00
5  9.8605e-01
6  9.5229e-01
7  9.1218e-01
8  8.6736e-01
9  8.2017e-01
10  7.7871e-01
11  7.4985e-01
12  6.8800e-01
13  6.3924e-01
14  5.9668e-01
15  5.6408e-01
16  5.4503e-01
17  5.2709e-01
18  5.1276e-01
19  5.0002e-01
20  4.8494e-01
21  4.7609e-01
22  4.5437e-01
23  4.2121e-01
24  3.9033e-01
25  3.6305e-01
26  3.3884e-01
27  3.2187e-01
28  3.0979e-01
29  2.9450e-01
30  2.7412e-01
31  2.5434e-01
32  2.3036e-01
33  2.1455e-01
34  2.0225e-01
35  1.9426e-01
36  1.8650e-01
37  1.8039e-01
38  1.7969e-01
39  1.7794e-01
40  1.7869e-01
1  8.3992e-01
2  9.2135e-01
3  9.7488e-01
4  1.0000e+00
5  9.9928e-01
6  9.8362e-01
7  9.5437e-01
8  9.1999e-01
9  8.8087e-01
10  8.4337e-01
11  8.1458e-01
12  7.4926e-01
13  6.9075e-01
14  6.4623e-01
15  6.1339e-01
16  5.8699e-01
17  5.6676e-01
18  5.5186e-01
19  5.3556e-01
20  5.2356e-01
21  5.1495e-01
22  4.8997e-01
23  4.6030e-01
24  4.3036e-01
25  3.9741e-01
26  3.7648e-01
27  3.5266e-01
28  3.4284e-01
29  3.2244e-01
30  2.9569e-01
31  2.7426e-01
32  2.4754e-01
33  2.2764e-01
34  2.1593e-01
35  2.0210e-01
36  1.9592e-01
37  1.9427e-01
38  1.9543e-01
39  1.9068e-01
40  1.8764e-01
1  8.6276e-01
2  9.3953e-01
3  9.8891e-01
4  1.0000e+00
5  9.8716e-01
6  9.5831e-01
7  9.1666e-01
8  8.8131e-01
9  8.3795e-01
10  7.9449e-01
11  7.6095e-01
12  6.9427e-01
13  6.3745e-01
14  5.8871e-01
15  5.5015e-01
16  5.2602e-01
17  5.0458e-01
18  4.8368e-01
19  4.6495e-01
20  4.4784e-01
21  4.2973e-01
22  4.0327e-01
23  3.7225e-01
24  3.4595e-01
25  3.1988e-01
26  3.0033e-01
27  2.8753e-01
28  2.7716e-01
29  2.6245e-01
30  2.4445e-01
31  2.2606e-01
32  2.0651e-01
33  1.9269e-01
34  1.8172e-01
35  1.7606e-01
36  1.7265e-01
37  1.7010e-01
38  1.6988e-01
39  1.6585e-01
40  1.6279e-01
1  8.5452e-01
2  9.3598e-01
3  9.8577e-01
4  1.0000e+00
5  9.8582e-01
6  9.5343e-01
7  9.0762e-01
8  8.5611e-01
9  8.0675e-01
10  7.5937e-01
11  7.2108e-01
12  6.5718e-01
13  6.0004e-01
14  5.5282e-01
15  5.2148e-01
16  4.9745e-01
17  4.7735e-01
18  4.6388e-01
19  4.4895e-01
20  4.3340e-01
21  4.2307e-01
22  4.0095e-01
23  3.7220e-01
24  3.4208e-01
25  3.1584e-01
26  2.9533e-01
27  2.8212e-01
28  2.7171e-01
29  2.5951e-01
30  2.4271e-01
31  2.2590e-01
32  2.0641e-01
33  1.9527e-01
34  1.8926e-01
35  1.8534e-01
36  1.8124e-01
37  1.7883e-01
38  1.7911e-01
39  1.7528e-01
40  1.7023e-01
1  8.4650e-01
2  9.3256e-01
3  9.8371e-01
4  1.0000e+00
5  9.8549e-01
6  9.5626e-01
7  9.2098e-01
8  8.8105e-01
9  8.3911e-01
10  7.9799e-01
11  7.6300e-01
12  6.9270e-01
13  6.2693e-01
14  5.8311e-01
15  5.4850e-01
16  5.1972e-01
17  5.0177e-01
18  4.9260e-01
19  4.8394e-01
20  4.7670e-01
21  4.6877e-01
22  4.4480e-01
23  4.1999e-01
24  3.9193e-01
25  3.6640e-01
26  3.4474e-01
27  3.3042e-01
28  3.1983e-01
29  3.0594e-01
30  2.8514e-01
31  2.6956e-01
32  2.4624e-01
33  2.3224e-01
34  2.2139e-01
35  2.1497e-01
36  2.1306e-01
37  2.1220e-01
38  2.1330e-01
39  2.0919e-01
40  2.0484e-01
1  8.6362e-01
2  9.3883e-01
3  9.8245e-01
4  1.0000e+00
5  9.8976e-01
6  9.6331e-01
7  9.2848e-01
8  8.8710e-01
9  8.3977e-01
