21 2.9147e-02
22 2.9147e-02
23 2.9147e-02
24 2.9147e-02
25 2.9147e-02
26 2.9147e-02
27 2.9147e-02
28 2.9147e-02
29 2.9147e-02
30 2.9147e-02
31 2.9147e-02
32 2.9147e-02
33 2.9147e-02
34 2.9147e-02
35 2.9147e-02
36 2.9147e-02
37 2.9147e-02
38 2.9147e-02
39 2.9147e-02
40 2.9147e-02
21 2.7636e-02
22 2.7636e-02
23 2.7636e-02
24 2.7636e-02
25 2.7636e-02
26 2.7636e-02
27 2.7636e-02
28 2.7636e-02
29 2.7636e-02
30 2.7636e-02
31 2.7636e-02
32 2.7636e-02
33 2.7636e-02
34 2.7636e-02
35 2.7636e-02
36 2.7636e-02
37 2.7636e-02
38 2.7636e-02
39 2.7636e-02
40 2.7636e-02
21 2.9844e-02
22 2.9844e-02
23 2.9844e-02
24 2.9844e-02
25 2.9844e-02
26 2.9844e-02
27 2.9844e-02
28 2.9844e-02
29 2.9844e-02
30 2.9844e-02
31 2.9844e-02
32 2.9844e-02
33 2.9844e-02
34 2.9844e-02
35 2.9844e-02
36 2.9844e-02
37 2.9844e-02
38 2.9844e-02
39 2.9844e-02
40 2.9844e-02
21 2.7697e-02
22 2.7697e-02
23 2.7697e-02
24 2.7697e-02
25 2.7697e-02
26 2.7697e-02
27 2.7697e-02
28 2.7697e-02
29 2.7697e-02
30 2.7697e-02
31 2.7697e-02
32 2.7697e-02
33 2.7697e-02
34 2.7697e-02
35 2.7697e-02
36 2.7697e-02
37 2.7697e-02
38 2.7697e-02
39 2.7697e-02
40 2.7697e-02
21 2.9829e-02
22 2.9829e-02
23 2.9829e-02
24 2.9829e-02
25 2.9829e-02
26 2.9829e-02
27 2.9829e-02
28 2.9829e-02
29 2.9829e-02
30 2.9829e-02
31 2.9829e-02
32 2.9829e-02
33 2.9829e-02
34 2.9829e-02
35 2.9829e-02
36 2.9829e-02
37 2.9829e-02
38 2.9829e-02
39 2.9829e-02
40 2.9829e-02
21 3.0173e-02
22 3.0173e-02
23 3.0173e-02
24 3.0173e-02
25 3.0173e-02
26 3.0173e-02
27 3.0173e-02
28 3.0173e-02
29 3.0173e-02
30 3.0173e-02
31 3.0173e-02
32 3.0173e-02
33 3.0173e-02
34 3.0173e-02
35 3.0173e-02
36 3.0173e-02
37 3.0173e-02
38 3.0173e-02
39 3.0173e-02
40 3.0173e-02
21 2.6660e-02
22 2.6660e-02
23 2.6660e-02
24 2.6660e-02
25 2.6660e-02
26 2.6660e-02
27 2.6660e-02
28 2.6660e-02
29 2.6660e-02
30 2.6660e-02
31 2.6660e-02
32 2.6660e-02
33 2.6660e-02
34 2.6660e-02
35 2.6660e-02
36 2.6660e-02
37 2.6660e-02
38 2.6660e-02
39 2.6660e-02
40 2.6660e-02
21 2.9426e-02
22 2.9426e-02
23 2.9426e-02
24 2.9426e-02
25 2.9426e-02
26 2.9426e-02
27 2.9426e-02
28 2.9426e-02
29 2.9426e-02
30 2.9426e-02
31 2.9426e-02
32 2.9426e-02
33 2.9426e-02
34 2.9426e-02
35 2.9426e-02
36 2.9426e-02
37 2.9426e-02
38 2.9426e-02
39 2.9426e-02
40 2.9426e-02
21 2.8687e-02
22 2.8687e-02
23 2.8687e-02
24 2.8687e-02
25 2.8687e-02
26 2.8687e-02
27 2.8687e-02
28 2.8687e-02
29 2.8687e-02
30 2.8687e-02
31 2.8687e-02
32 2.8687e-02
33 2.8687e-02
34 2.8687e-02
35 2.8687e-02
36 2.8687e-02
37 2.8687e-02
38 2.8687e-02
39 2.8687e-02
40 2.8687e-02
21 2.7000e-02
22 2.7000e-02
23 2.7000e-02
24 2.7000e-02
25 2.7000e-02
26 2.7000e-02
27 2.7000e-02
28 2.7000e-02
29 2.7000e-02
30 2.7000e-02
31 2.7000e-02
32 2.7000e-02
33 2.7000e-02
34 2.7000e-02
35 2.7000e-02
36 2.7000e-02
37 2.7000e-02
38 2.7000e-02
39 2.7000e-02
40 2.7000e-02
21 2.8248e-02
22 2.8248e-02
23 2.8248e-02
24 2.8248e-02
25 2.8248e-02
26 2.8248e-02
27 2.8248e-02
28 2.8248e-02
29 2.8248e-02
30 2.8248e-02
31 2.8248e-02
32 2.8248e-02
33 2.8248e-02
34 2.8248e-02
35 2.8248e-02
36 2.8248e-02
37 2.8248e-02
38 2.8248e-02
39 2.8248e-02
40 2.8248e-02
21 2.7878e-02
22 2.7878e-02
23 2.7878e-02
24 2.7878e-02
25 2.7878e-02
26 2.7878e-02
27 2.7878e-02
28 2.7878e-02
29 2.7878e-02
30 2.7878e-02
31 2.7878e-02
32 2.7878e-02
33 2.7878e-02
34 2.7878e-02
35 2.7878e-02
36 2.7878e-02
37 2.7878e-02
38 2.7878e-02
39 2.7878e-02
40 2.7878e-02
21 2.8674e-02
22 2.8674e-02
23 2.8674e-02
24 2.8674e-02
25 2.8674e-02
26 2.8674e-02
27 2.8674e-02
28 2.8674e-02
29 2.8674e-02
30 2.8674e-02
31 2.8674e-02
32 2.8674e-02
33 2.8674e-02
34 2.8674e-02
35 2.8674e-02
36 2.8674e-02
37 2.8674e-02
38 2.8674e-02
39 2.8674e-02
40 2.8674e-02
21 3.2291e-02
22 3.2291e-02
23 3.2291e-02
24 3.2291e-02
25 3.2291e-02
26 3.2291e-02
27 3.2291e-02
28 3.2291e-02
29 3.2291e-02
30 3.2291e-02
31 3.2291e-02
32 3.2291e-02
33 3.2291e-02
34 3.2291e-02
35 3.2291e-02
36 3.2291e-02
37 3.2291e-02
38 3.2291e-02
39 3.2291e-02
40 3.2291e-02
21 2.9348e-02
22 2.9348e-02
23 2.9348e-02
24 2.9348e-02
25 2.9348e-02
26 2.9348e-02
27 2.9348e-02
28 2.9348e-02
29 2.9348e-02
30 2.9348e-02
31 2.9348e-02
32 2.9348e-02
33 2.9348e-02
34 2.9348e-02
35 2.9348e-02
36 2.9348e-02
37 2.9348e-02
38 2.9348e-02
39 2.9348e-02
40 2.9348e-02
21 2.9977e-02
22 2.9977e-02
23 2.9977e-02
24 2.9977e-02
25 2.9977e-02
26 2.9977e-02
27 2.9977e-02
28 2.9977e-02
29 2.9977e-02
30 2.9977e-02
31 2.9977e-02
32 2.9977e-02
33 2.9977e-02
34 2.9977e-02
35 2.9977e-02
36 2.9977e-02
37 2.9977e-02
38 2.9977e-02
39 2.9977e-02
40 2.9977e-02
21 2.8414e-02
22 2.8414e-02
23 2.8414e-02
24 2.8414e-02
25 2.8414e-02
26 2.8414e-02
27 2.8414e-02
28 2.8414e-02
29 2.8414e-02
30 2.8414e-02
31 2.8414e-02
32 2.8414e-02
33 2.8414e-02
34 2.8414e-02
35 2.8414e-02
36 2.8414e-02
37 2.8414e-02
38 2.8414e-02
39 2.8414e-02
40 2.8414e-02
21 2.8659e-02
22 2.8659e-02
23 2.8659e-02
24 2.8659e-02
25 2.8659e-02
26 2.8659e-02
27 2.8659e-02
28 2.8659e-02
29 2.8659e-02
30 2.8659e-02
31 2.8659e-02
32 2.8659e-02
33 2.8659e-02
34 2.8659e-02
35 2.8659e-02
36 2.8659e-02
37 2.8659e-02
