         0.2886 0.6939 1.0000 0.9004 0.3245 0.0955 0.0294 0.0119 0.0088 0.0139 0.0442 0.0442 0.0442 0.0442
         0.2491 0.7321 0.8330 1.0000 0.5253 0.2008 0.0453 0.0115 0.0061 0.0085 0.0312 0.0312 0.0312 0.0312
         0.2907 0.8563 0.9410 1.0000 0.4326 0.0924 0.0232 0.0101 0.0091 0.0169 0.0560 0.0560 0.0560 0.0560
         0.3040 0.7106 1.0000 0.9924 0.6735 0.1847 0.0405 0.0129 0.0085 0.0135 0.0467 0.0467 0.0467 0.0467
         0.2952 0.6733 0.8089 1.0000 0.5202 0.2012 0.0714 0.0227 0.0122 0.0157 0.0463 0.0463 0.0463 0.0463
         0.2478 0.7148 1.0000 0.8514 0.5010 0.1510 0.0424 0.0150 0.0096 0.0138 0.0435 0.0435 0.0435 0.0435
         0.3081 0.7683 0.9045 1.0000 0.4658 0.1355 0.0342 0.0121 0.0085 0.0133 0.0441 0.0441 0.0441 0.0441
         0.2837 0.6571 0.8896 1.0000 0.4699 0.2454 0.0586 0.0179 0.0116 0.0180 0.0567 0.0567 0.0567 0.0567
         0.2950 0.7801 1.0000 0.9014 0.5122 0.1535 0.0444 0.0155 0.0097 0.0135 0.0426 0.0426 0.0426 0.0426
         0.2695 0.7194 0.7530 1.0000 0.5328 0.1570 0.0388 0.0123 0.0079 0.0122 0.0421 0.0421 0.0421 0.0421
         0.2600 0.6053 0.7489 1.0000 0.7275 0.2099 0.0586 0.0215 0.0129 0.0169 0.0492 0.0492 0.0492 0.0492
         0.2842 0.6665 0.8830 1.0000 0.4434 0.2234 0.0570 0.0166 0.0095 0.0139 0.0455 0.0455 0.0455 0.0455
         0.2677 0.6609 0.8119 1.0000 0.5436 0.1546 0.0447 0.0173 0.0115 0.0156 0.0450 0.0450 0.0450 0.0450
         0.2724 0.6967 0.9192 1.0000 0.6116 0.1541 0.0386 0.0148 0.0118 0.0202 0.0626 0.0626 0.0626 0.0626
         0.2846 0.6854 0.9795 1.0000 0.5907 0.2359 0.0767 0.0309 0.0181 0.0218 0.0581 0.0581 0.0581 0.0581
         0.2989 0.6084 0.8252 1.0000 0.7693 0.2186 0.0893 0.0315 0.0148 0.0152 0.0410 0.0410 0.0410 0.0410
         0.2343 0.6173 0.8054 1.0000 0.4643 0.1754 0.0448 0.0137 0.0080 0.0112 0.0370 0.0370 0.0370 0.0370
         0.2864 0.6966 0.8950 1.0000 0.5761 0.2258 0.0538 0.0170 0.0110 0.0171 0.0539 0.0539 0.0539 0.0539
         0.2570 0.6541 0.6873 1.0000 0.6109 0.2492 0.0647 0.0192 0.0105 0.0139 0.0428 0.0428 0.0428 0.0428
         0.3298 0.8829 0.9794 1.0000 0.7702 0.1569 0.0337 0.0111 0.0073 0.0112 0.0403 0.0403 0.0403 0.0403
         0.2815 0.6910 0.9080 1.0000 0.4685 0.1621 0.0513 0.0184 0.0111 0.0147 0.0441 0.0441 0.0441 0.0441
         0.2553 0.6830 0.9074 1.0000 0.5761 0.1500 0.0307 0.0101 0.0073 0.0126 0.0462 0.0462 0.0462 0.0462
         0.2389 0.7110 0.7728 1.0000 0.5366 0.2098 0.0594 0.0152 0.0075 0.0098 0.0344 0.0344 0.0344 0.0344
         0.2571 0.6275 0.8198 1.0000 0.4126 0.1363 0.0351 0.0118 0.0079 0.0124 0.0410 0.0410 0.0410 0.0410
         0.2794 0.7822 0.9425 1.0000 0.7219 0.2695 0.0661 0.0199 0.0121 0.0176 0.0563 0.0563 0.0563 0.0563
         0.2499 0.6713 0.8632 1.0000 0.6046 0.1933 0.0633 0.0234 0.0132 0.0163 0.0457 0.0457 0.0457 0.0457
         0.3154 0.8752 1.0000 0.9589 0.6292 0.1494 0.0292 0.0092 0.0063 0.0104 0.0389 0.0389 0.0389 0.0389
         0.2926 0.7503 0.9378 1.0000 0.6137 0.2188 0.0683 0.0216 0.0119 0.0159 0.0492 0.0492 0.0492 0.0492
         0.2795 0.7966 0.9195 1.0000 0.5375 0.1184 0.0325 0.0127 0.0090 0.0135 0.0434 0.0434 0.0434 0.0434
         0.2635 0.7556 0.9097 1.0000 0.4238 0.1416 0.0344 0.0115 0.0081 0.0136 0.0472 0.0472 0.0472 0.0472
         0.2958 0.8067 0.9277 1.0000 0.6341 0.1478 0.0352 0.0131 0.0100 0.0168 0.0544 0.0544 0.0544 0.0544
         0.2323 0.6545 0.7394 1.0000 0.4558 0.1130 0.0332 0.0129 0.0095 0.0155 0.0488 0.0488 0.0488 0.0488
         0.2955 0.8307 0.9682 1.0000 0.6294 0.1886 0.0448 0.0155 0.0106 0.0162 0.0520 0.0520 0.0520 0.0520
         0.2910 0.6421 1.0000 0.8726 0.7158 0.1764 0.0381 0.0135 0.0100 0.0170 0.0563 0.0563 0.0563 0.0563
         0.2547 0.6519 0.8591 1.0000 0.4238 0.1512 0.0712 0.0255 0.0132 0.0155 0.0433 0.0433 0.0433 0.0433
         0.2418 0.6193 0.6767 1.0000 0.6010 0.1339 0.0364 0.0140 0.0092 0.0128 0.0387 0.0387 0.0387 0.0387
         0.2571 0.7504 0.9416 1.0000 0.3978 0.1554 0.0441 0.0159 0.0112 0.0173 0.0531 0.0531 0.0531 0.0531
         0.2408 0.6039 0.6464 1.0000 0.4361 0.1715 0.0648 0.0198 0.0098 0.0125 0.0393 0.0393 0.0393 0.0393
         0.2601 0.8217 0.8845 1.0000 0.6735 0.1857 0.0569 0.0214 0.0128 0.0160 0.0458 0.0458 0.0458 0.0458
         0.2385 0.7280 0.8982 1.0000 0.5462 0.1570 0.0320 0.0107 0.0082 0.0147 0.0504 0.0504 0.0504 0.0504
         0.2633 0.7216 0.9083 1.0000 0.4981 0.2256 0.0601 0.0165 0.0094 0.0139 0.0470 0.0470 0.0470 0.0470
         0.2274 0.6051 0.7261 1.0000 0.5090 0.1391 0.0396 0.0158 0.0114 0.0171 0.0494 0.0494 0.0494 0.0494
         0.2433 0.7625 1.0000 0.9030 0.4871 0.1037 0.0273 0.0116 0.0094 0.0164 0.0533 0.0533 0.0533 0.0533
         0.2830 0.7565 0.8957 1.0000 0.6703 0.1712 0.0446 0.0166 0.0115 0.0175 0.0533 0.0533 0.0533 0.0533
